篇名	作者	页数	关键词	摘要	filename
期货市场信息内容、特点及其获取途径	曹鸿清:08531420	2	 	"<正> 期货市场是经济发展的产物,是对现货市场的重要补充,是市场经济走向完善和成熟的标志。期货市场经济功能的发挥离不开情报信息的正常流动。在期货交易中,信息就是财富。一、期货市场信息的内容 "	SHGT199404026
提高《WPI》检索效率的几个关键	杜春蕾:08199933|刘燕:08207995	2	 	"<正> 《世界专利索引》(World Patent Index,简称WPI)是英国德温特出版公司(Derwentpublications Ltd)编辑出版的世界性的专利文献检索工具。它具有出版速度快、质量高、内容广泛、检索体系完备等优点,是我们检索世界专利文献的必用工具。然而,由于《WPI》 "	SHGT199404027
古籍题记选录(四)		2	 	"<正> 五边典则前言《五边典则》一书,是明万历年间所编成,因涉及建州及蓟辽方面的资料,竟达四卷之多,故清廷加以禁毁,因此传本极少,就是素称收藏很富的北京图书馆和上海图书馆,均未见藏有此书。中央民族学院图书馆素重民族问题书籍的收集,1953以重金购得此书,颇为研 "	SHGT199404028
我馆特藏文献的搜集与开发利用	杜春和:09952831	3	 	"<正> 中国社会科学院近代史研究所图书馆建立于1950年5月,在社科院所属各研究所中,是建馆最早藏书最多的图书馆之一。它不仅收藏有50余万册的各种中外文图书报刊,还收藏有10余万册(件)的各种原始文献,如清代至民国时期的政府档案,近代名人珍藏的文稿、书信、日记、年谱,以及文物图片、碑帖契约等。为加强对这些原始文献的管理与利用,还建立了""特藏文献室"",凡该室所藏均称为特藏文献。这些特藏 "	SHGT199404029
荟萃簿录 指示门径——《中国古代书目词典》的编纂及特点	卢正言:08575818	3	 	"<正> 我国古代书目到底有多少?据汪辟疆统计(见《目录学研究》),自西汉刘向、刘歆的《七略》和《别录》到明末,包括官书目录、私家目录、史学目录,共151种。孙殿起在《贩书偶记》(正、续编)中,著录有清一代的书目计155种。这是很不完整的,因为历代不少公私书目,由于种种原因,只能以稿本、抄本形式流 "	SHGT199404030
凝重清新 平实有华——《连续出版物管理研究进展(1949～1990)》读后	武旭:07162640|刘金山:00019459	2	 	"<正> 《连续出版物管理研究进展(1949～1990)》(以下简称《进展》)的及时结集出版,令人欣慰。此书读后,深感其广博深邃,非一短文所能尽述,仅择感受较深者略述数端。 "	SHGT199404031
《金恩晖图书馆学文选》出版志喜		1	 	"<正> 最近,《金恩晖图书馆学文选》一书由吉林人民出版社出版了,这是件令人振奋的事。在今日商海滚滚的经济大潮中,图书馆领域早已是一片冷寂了的土地,问津者鲜见。尤其是近一、二年,不少图书馆的同人止不住外界的诱惑,""下海""的下海,跳槽的跳槽。据说,上海 "	SHGT199404032
全国高校图书馆第五次期刊工作研讨会定于1995年10月在湖北召开		1	 	"<正> 为了进一步推动全国高校期刊工作理论与实践的研究,共谋发展契机,全国高等学校图书情报工作委员会期刊专业委员会决定于1995年10中旬在湖北省召开全国高校图书馆第五次期刊工作研讨会。会议期间将一并举行获奖论文颁奖和表彰优秀期刊工作者仪式。大会的主 "	SHGT199404033
《上海高校图书情报学刊》1994年总目录		3	 	 	SHGT199404034
为实现图书情报工作现代化创造条件	吴慰慈:22902759	2	 	"<正> 文献工作标准化,是文献工作科学管理的重要手段,也是图书情报工作现代化的一个前提。没有文献工作标准化,各搞一套,各行其是,图书情报工作只能停留在手工操作的水平上。在当代社会里,电子计算机已广 "	SHGT199403000
简讯		2	 	"<正> 上大文学院图书馆于1994年6月24日举行""开发信息资源,促进改革事业""学术研讨会,围绕《邓小平文选》第三卷有关信息问题的论述进行了交流,6位同志宣读了论文,内容涉及 "	SHGT199403014
坚持标准化、规范化 根治片面性、任意性	徐家齐:21109743	1	 	"<正> 标准化、规范化是实现文献工作现代化、规范化管理的必要前提,是建立健全信息交流、文献报导及其检索体系,开展地区间、国内乃至国际交流联网的必要基础。全国文献工作标准化技术委员会、国际图书馆协会和学会联合会,一贯强调以国家标准或国际标准 "	SHGT199403001
建立书目数据中心是当务之急	朱庆祚:22975581	1	 	"<正> 在信息时代,随着科学技术的突飞猛进,文献数量的激增和交叉学科的层出不穷,给图书情报界带严峻的挑战。如何使文献资料有效地为社会服务,如何使文献整理工作社会化,有效地开展资源共建共享,这是摆在图情工作者面前的重大课题。我认为建立书目府据中心是解决上述困境的有效对策之一。 "	SHGT199403002
"协作、实施,才能标准“化”"	马费成:09018804	2	 	"<正> 文献工作标准化在任何国家的信息政策中都占有重要地位,是整个信息工作现代化的基础,是实现信息加工、处理、存贮、检索高质量、高效率的保证,同时也是管理和开发信息资源、实现资源共享的必要条件。文献工作标准化如此重要,各界都有共识,但实施起来并不一帆风顺。这大概有两方面的原因:其一,标准化不是单纯的技术经济活动,而是一项涉及而很广的社会活动,只 "	SHGT199403003
从《中图法》推广看检索语言标准化	叶千军:20720737	2	 	"<正> 文献工作标准化近年来的成绩是明显的。以检索语言为例,1980年的南宁会议是一个崭新的里程碑,此后有关各方和学术界都做了大量卓有成效的工作,《中图法》日益广泛使用。在文献信息日益受到重视、资源共享已成为共同目标的今天,我国图书情报工作者也许比以往任何时候都感到标准化的意义和压力了。回顾这些年走过的路,略有儿点粗浅想法,谈出来供讨论。 "	SHGT199403004
文献数据处理标准化是建立文献信息网络的关键之一	纪昭民:16112790	1	 	"<正> 近年来,各单位的文献购置费都很紧张,使大家更加感到要走文献资源共享的路,而计算机产业、通信事业以及存储技术的迅速发展,也给文献信息的交流和文献资源的共享提供了有力的保证。要达到这个目的,除必要的硬设备和软件外,高质量的数据就成为一个必备的条件,而数据处理标准化则是保证数据高质量的关键。 "	SHGT199403005
高校中小型图书馆现代化建设刍议	杨冬青:08967315|汪西卡:20223855	2	 	"<正> 一、目前中小型图书馆的状况上海高校中的中小型图书馆多属高等专科院校,这些高校一般建校较晚,规模不大,学生人数在2000左右,专业设置在六个以下,科研任务较少或基本没有,有的学校还因隶属关系等原因经费相当困难。这决定了中小型馆不同于重点大学和一般本科院校的大、中型图书馆,其特点为: "	SHGT199403006
浅论实现文献资源共享的障碍与措施	尚志明:09628416	4	 	"<正> 一、我国文献资源的现状我国人均文献藏书量过低。目前全国文献情报馆藏总量约20亿册,人均占有量仅2册,低于国际平均值。这种人均藏书占有量远远不能满足人们的需求。通过国际联机检索所查得的资料线索,自然科学方面,国内仅能满足50%,社会科学方面则不足50%。图书馆年入藏量也偏低。如全国重点高校图书馆年入藏图书平均为6—8万册,仅为美国著名大学入藏量的1/4。 "	SHGT199403007
华东地区委属高校图书馆第二届分编工作研讨会召开		1	 	"<正> 由华东理工大学承办的""华东地区委属高校图书馆第二届分编工作研讨会""于1994年6月21日至6月23日在华东理工大学图书馆召开。本次研讨会共收到九个单位论文16篇。华东理工工大学朱子彬副校长、上海市高教局胡启迪副局长到会致词;上海高校图书情报工作委员会徐家齐秘书长、上海高校图工委顾问陈誉教授、华东理工大学图书馆馆长冯仰婕教授等参加了会议。来自华东理工大学、上海交通大学、复旦大学、同济大学、华东师范大 "	SHGT199403008
论复合型人才与图书馆	彭俊婷:08711883	2	 	"<正> 社会主义人才要具有广博而专精的知识,才能卓有成效地为社会主义建设服务。图书馆对于生产的发展,科学的进步,文化教育水平的提高,以及培养复合型人才等所起的作用是巨大的,我们要为国家培养新时期所需要的人才而尽心尽力。 "	SHGT199403009
上海高校图书馆导读研讨会在同济大学图书馆召开		1	 	"<正> 上海高校图书馆导读工作研讨会5日19日在同济大学图书馆召开。会议就上海高校近年来开展的导读工作进行了回顾与探讨。会议认为,导读是图书馆读者工作中很重要的一个方面,是体现教育职能的一种形式。为使导读工作开展得更加活跃,对图书馆的外延和读者的概念可以从更大的范围来理解。导读是—项 "	SHGT199403010
因材施教与图书馆教育职能的发挥	曹秀荣:07527631	2	 	"<正> 高校图书馆的教育职能包含着极为丰富的内容,它以自己丰富的馆藏、雄厚的文献资源为基础,作为高校教育体系的一个重要组成部分,发挥了特有的育人作用,滋润和培育了一代代大学生的成长。近年来,随着教育改革的逐步深化,图书馆的教育职能亦在不断地演变和发展,不断地增添新的内涵。在理论教学和实践性教学的相互沟通方面,图书馆正在发挥着""教书育人、管理育人、服务育人""的重要作用。 "	SHGT199403011
图书馆岗位问题分析	戴滨:06292432	3	 	"<正> 1954年,美国纽约大学教授德鲁克先生创立了一种现代科学管理模式,即目标管理,也称作成果管理。80年代至90年代,我国图书情报界普遍推行计划管理和岗位责任制。十几年来,图书馆的管理由传统管理模式逐步转入科学现代化管理模式。这种模式在图书馆改革中起了很大作用,成绩是主要的,但存在的问题也不少,各图书馆的管理水平处于不平衡状态,需要不断总结经验,找出不足,提出设想,才能使我们的管理工作越做越好。 "	SHGT199403012
